Pod,Item,Inventory
27.0,451,1.0
27.0,455,3.0
27.0,459,1.0
27.0,461,1.0
27.0,462,3.0
27.0,464,2.0
27.0,465,2.0
27.0,466,1.0
27.0,467,1.0
27.0,468,1.0
27.0,473,3.0
27.0,479,1.0
27.0,480,1.0
27.0,482,1.0
27.0,487,3.0
27.0,489,1.0
27.0,491,1.0
27.0,492,2.0
27.0,493,1.0
27.0,495,2.0
27.0,497,2.0
27.0,499,1.0
27.0,501,1.0
27.0,502,2.0
27.0,504,3.0
27.0,506,1.0
27.0,507,2.0
27.0,511,1.0
27.0,512,1.0
27.0,513,1.0
27.0,514,1.0
27.0,515,1.0
27.0,518,1.0
27.0,519,2.0
27.0,520,1.0
27.0,522,2.0
27.0,524,2.0
27.0,527,1.0
27.0,530,1.0
27.0,532,1.0
27.0,533,2.0
27.0,536,1.0
27.0,537,4.0
27.0,540,1.0
27.0,544,1.0
27.0,548,2.0
27.0,550,2.0
27.0,552,1.0
27.0,553,1.0
27.0,554,1.0
27.0,557,2.0
27.0,559,1.0
27.0,562,3.0
27.0,563,1.0
27.0,565,1.0
27.0,566,2.0
27.0,568,1.0
27.0,569,1.0
27.0,570,1.0
27.0,571,1.0
27.0,572,2.0
27.0,573,2.0
27.0,575,1.0
27.0,579,1.0
27.0,581,1.0
27.0,583,1.0
27.0,584,1.0
27.0,587,1.0
27.0,588,1.0
27.0,589,1.0
27.0,591,2.0
27.0,599,1.0
27.0,606,2.0
27.0,616,1.0
27.0,617,1.0
27.0,619,1.0
27.0,622,1.0
27.0,628,2.0
27.0,634,1.0
27.0,637,1.0
27.0,638,2.0
27.0,639,2.0
27.0,640,1.0
27.0,641,3.0
27.0,643,1.0
27.0,644,1.0
27.0,645,1.0
27.0,646,1.0
27.0,648,1.0
27.0,650,1.0
27.0,656,1.0
27.0,657,1.0
27.0,658,1.0
27.0,660,1.0
27.0,661,1.0
27.0,663,1.0
27.0,664,1.0
27.0,666,2.0
27.0,670,1.0
27.0,673,1.0
27.0,675,1.0
27.0,676,1.0
27.0,681,1.0
27.0,687,1.0
27.0,689,1.0
27.0,694,1.0
27.0,696,1.0
27.0,698,1.0
27.0,702,1.0
27.0,708,1.0
27.0,714,1.0
27.0,715,1.0
27.0,718,2.0
27.0,720,1.0
27.0,721,1.0
27.0,722,2.0
27.0,723,1.0
27.0,736,1.0
27.0,741,2.0
27.0,743,2.0
27.0,750,1.0
27.0,753,1.0
27.0,754,1.0
27.0,757,2.0
27.0,781,1.0
27.0,789,1.0
27.0,791,1.0
27.0,792,1.0
27.0,796,1.0
27.0,803,1.0
27.0,804,1.0
27.0,805,1.0
27.0,822,1.0
27.0,836,1.0
27.0,847,1.0
27.0,860,1.0
27.0,871,2.0
27.0,910,1.0
27.0,926,1.0
27.0,961,1.0
28.0,27,1.0
28.0,98,1.0
28.0,123,1.0
28.0,131,1.0
28.0,144,1.0
28.0,173,1.0
28.0,176,1.0
28.0,184,1.0
28.0,186,1.0
28.0,202,1.0
28.0,211,1.0
28.0,212,1.0
28.0,215,1.0
28.0,216,1.0
28.0,217,1.0
28.0,220,1.0
28.0,222,1.0
28.0,232,1.0
28.0,237,1.0
28.0,243,2.0
28.0,246,1.0
28.0,252,2.0
28.0,260,1.0
28.0,270,1.0
28.0,280,1.0
28.0,281,1.0
28.0,284,1.0
28.0,286,1.0
28.0,287,1.0
28.0,288,1.0
28.0,289,1.0
28.0,296,1.0
28.0,307,1.0
28.0,311,2.0
28.0,318,1.0
28.0,320,1.0
28.0,322,1.0
28.0,323,1.0
28.0,326,1.0
28.0,329,1.0
28.0,330,1.0
28.0,332,1.0
28.0,335,1.0
28.0,338,1.0
28.0,341,1.0
28.0,342,1.0
28.0,343,1.0
28.0,345,1.0
28.0,346,1.0
28.0,351,1.0
28.0,353,1.0
28.0,354,1.0
28.0,355,1.0
28.0,356,2.0
28.0,357,1.0
28.0,359,1.0
28.0,363,2.0
28.0,364,1.0
28.0,367,1.0
28.0,369,1.0
28.0,370,2.0
28.0,372,1.0
28.0,378,3.0
28.0,379,1.0
28.0,381,1.0
28.0,389,2.0
28.0,390,1.0
28.0,391,1.0
28.0,392,2.0
28.0,393,1.0
28.0,394,1.0
28.0,395,2.0
28.0,396,1.0
28.0,400,1.0
28.0,402,2.0
28.0,403,1.0
28.0,404,1.0
28.0,405,1.0
28.0,408,2.0
28.0,409,1.0
28.0,415,2.0
28.0,416,2.0
28.0,417,2.0
28.0,418,1.0
28.0,419,1.0
28.0,422,1.0
28.0,423,1.0
28.0,424,1.0
28.0,425,1.0
28.0,426,1.0
28.0,429,1.0
28.0,430,1.0
28.0,431,2.0
28.0,435,1.0
28.0,437,1.0
28.0,439,2.0
28.0,442,1.0
28.0,445,1.0
28.0,446,2.0
28.0,451,1.0
28.0,452,2.0
28.0,454,1.0
28.0,455,1.0
28.0,456,1.0
28.0,458,1.0
28.0,462,1.0
28.0,463,1.0
28.0,466,1.0
28.0,468,1.0
28.0,470,1.0
28.0,471,1.0
28.0,472,2.0
28.0,473,1.0
28.0,474,1.0
28.0,475,2.0
28.0,478,2.0
28.0,479,1.0
28.0,480,2.0
28.0,488,2.0
28.0,489,1.0
28.0,490,1.0
28.0,493,2.0
28.0,494,1.0
28.0,495,1.0
28.0,498,2.0
28.0,500,2.0
28.0,501,1.0
28.0,503,2.0
28.0,508,1.0
28.0,511,2.0
28.0,514,2.0
28.0,515,1.0
28.0,516,1.0
28.0,518,1.0
28.0,520,1.0
28.0,523,2.0
28.0,525,2.0
28.0,526,1.0
28.0,527,1.0
28.0,528,1.0
28.0,529,1.0
28.0,532,2.0
28.0,535,1.0
28.0,537,1.0
28.0,538,1.0
28.0,540,1.0
28.0,542,2.0
28.0,543,1.0
28.0,545,1.0
28.0,546,1.0
28.0,547,3.0
28.0,548,2.0
28.0,549,2.0
28.0,550,1.0
28.0,551,1.0
28.0,552,1.0
28.0,554,2.0
28.0,557,3.0
28.0,561,2.0
28.0,562,2.0
28.0,563,2.0
28.0,565,1.0
28.0,566,2.0
28.0,569,1.0
28.0,570,2.0
28.0,571,2.0
28.0,572,1.0
28.0,576,1.0
28.0,577,1.0
28.0,579,1.0
28.0,581,1.0
28.0,584,1.0
28.0,585,1.0
28.0,586,2.0
28.0,588,1.0
28.0,589,2.0
28.0,590,1.0
28.0,592,1.0
28.0,594,1.0
28.0,595,1.0
28.0,597,1.0
28.0,598,1.0
28.0,601,1.0
28.0,604,1.0
28.0,605,1.0
28.0,607,1.0
28.0,608,1.0
28.0,616,1.0
28.0,617,1.0
28.0,621,1.0
28.0,624,1.0
28.0,627,1.0
28.0,633,1.0
28.0,634,2.0
28.0,644,1.0
28.0,646,1.0
28.0,650,1.0
28.0,654,2.0
28.0,656,1.0
28.0,657,1.0
28.0,663,1.0
28.0,666,1.0
28.0,671,1.0
28.0,673,1.0
28.0,674,1.0
28.0,676,1.0
28.0,677,1.0
28.0,688,2.0
28.0,690,1.0
28.0,695,1.0
28.0,697,1.0
28.0,699,2.0
28.0,703,1.0
28.0,705,1.0
28.0,714,1.0
28.0,721,2.0
28.0,723,2.0
28.0,728,1.0
28.0,733,1.0
28.0,734,1.0
28.0,737,3.0
28.0,743,1.0
28.0,745,1.0
28.0,746,1.0
28.0,747,1.0
28.0,759,1.0
28.0,764,1.0
28.0,778,1.0
28.0,787,1.0
28.0,789,1.0
28.0,790,1.0
28.0,792,2.0
28.0,802,1.0
28.0,804,1.0
28.0,811,1.0
28.0,836,1.0
28.0,843,1.0
28.0,904,1.0
28.0,923,1.0
28.0,925,1.0
28.0,928,1.0
29.0,36,1.0
29.0,72,1.0
29.0,93,1.0
29.0,114,1.0
29.0,117,1.0
29.0,126,1.0
29.0,127,1.0
29.0,140,1.0
29.0,147,1.0
29.0,157,1.0
29.0,162,1.0
29.0,179,1.0
29.0,187,1.0
29.0,198,1.0
29.0,202,1.0
29.0,203,1.0
29.0,204,1.0
29.0,206,1.0
29.0,214,1.0
29.0,216,1.0
29.0,229,1.0
29.0,234,1.0
29.0,236,1.0
29.0,239,1.0
29.0,243,1.0
29.0,248,1.0
29.0,259,1.0
29.0,260,1.0
29.0,266,1.0
29.0,275,1.0
29.0,282,1.0
29.0,285,1.0
29.0,291,1.0
29.0,295,2.0
29.0,298,1.0
29.0,300,1.0
29.0,302,1.0
29.0,305,1.0
29.0,306,2.0
29.0,308,1.0
29.0,312,1.0
29.0,326,1.0
29.0,331,1.0
29.0,337,1.0
29.0,346,1.0
29.0,347,1.0
29.0,349,2.0
29.0,356,1.0
29.0,357,1.0
29.0,359,1.0
29.0,363,1.0
29.0,366,2.0
29.0,368,1.0
29.0,370,1.0
29.0,372,1.0
29.0,376,2.0
29.0,380,1.0
29.0,386,2.0
29.0,387,1.0
29.0,388,1.0
29.0,389,1.0
29.0,390,2.0
29.0,392,1.0
29.0,400,1.0
29.0,401,1.0
29.0,406,2.0
29.0,408,1.0
29.0,411,2.0
29.0,412,3.0
29.0,416,1.0
29.0,418,2.0
29.0,419,1.0
29.0,420,1.0
29.0,421,2.0
29.0,422,2.0
29.0,426,3.0
29.0,436,2.0
29.0,437,1.0
29.0,442,3.0
29.0,443,1.0
29.0,445,1.0
29.0,446,1.0
29.0,447,1.0
29.0,448,1.0
29.0,450,2.0
29.0,455,1.0
29.0,459,1.0
29.0,461,1.0
29.0,462,1.0
29.0,464,2.0
29.0,466,2.0
29.0,467,2.0
29.0,469,1.0
29.0,471,1.0
29.0,472,2.0
29.0,473,1.0
29.0,475,3.0
29.0,476,2.0
29.0,481,1.0
29.0,483,1.0
29.0,484,1.0
29.0,486,1.0
29.0,490,1.0
29.0,493,1.0
29.0,496,1.0
29.0,497,1.0
29.0,498,4.0
29.0,500,1.0
29.0,502,1.0
29.0,505,2.0
29.0,512,2.0
29.0,513,1.0
29.0,514,1.0
29.0,515,1.0
29.0,519,2.0
29.0,521,2.0
29.0,522,2.0
29.0,523,1.0
29.0,525,2.0
29.0,526,3.0
29.0,528,1.0
29.0,533,2.0
29.0,534,1.0
29.0,536,1.0
29.0,538,1.0
29.0,539,3.0
29.0,540,1.0
29.0,541,1.0
29.0,542,2.0
29.0,543,1.0
29.0,544,1.0
29.0,545,1.0
29.0,548,1.0
29.0,551,1.0
29.0,553,1.0
29.0,554,1.0
29.0,556,1.0
29.0,557,2.0
29.0,558,2.0
29.0,560,2.0
29.0,564,2.0
29.0,566,1.0
29.0,568,1.0
29.0,574,1.0
29.0,582,1.0
29.0,585,1.0
29.0,586,1.0
29.0,587,1.0
29.0,588,2.0
29.0,591,2.0
29.0,592,1.0
29.0,593,1.0
29.0,596,1.0
29.0,598,1.0
29.0,601,1.0
29.0,602,1.0
29.0,603,2.0
29.0,609,1.0
29.0,611,1.0
29.0,613,2.0
29.0,616,1.0
29.0,617,1.0
29.0,619,1.0
29.0,620,1.0
29.0,622,1.0
29.0,623,1.0
29.0,625,1.0
29.0,627,2.0
29.0,628,1.0
29.0,630,1.0
29.0,633,1.0
29.0,634,2.0
29.0,635,2.0
29.0,636,1.0
29.0,639,1.0
29.0,644,2.0
29.0,645,1.0
29.0,649,2.0
29.0,650,1.0
29.0,651,1.0
29.0,652,1.0
29.0,653,1.0
29.0,655,1.0
29.0,661,1.0
29.0,664,1.0
29.0,666,1.0
29.0,667,1.0
29.0,668,1.0
29.0,669,2.0
29.0,670,1.0
29.0,674,1.0
29.0,676,2.0
29.0,685,2.0
29.0,686,1.0
29.0,695,1.0
29.0,702,2.0
29.0,704,2.0
29.0,710,1.0
29.0,711,1.0
29.0,712,1.0
29.0,717,1.0
29.0,720,1.0
29.0,721,1.0
29.0,729,2.0
29.0,732,1.0
29.0,733,1.0
29.0,738,1.0
29.0,742,1.0
29.0,743,1.0
29.0,748,1.0
29.0,751,1.0
29.0,754,1.0
29.0,759,2.0
29.0,760,2.0
29.0,762,1.0
29.0,763,2.0
29.0,767,2.0
29.0,768,1.0
29.0,769,1.0
29.0,774,2.0
29.0,783,1.0
29.0,784,1.0
29.0,786,1.0
29.0,788,1.0
29.0,795,1.0
29.0,797,1.0
29.0,818,1.0
29.0,821,1.0
29.0,828,1.0
29.0,861,1.0
29.0,882,1.0
29.0,898,1.0
29.0,903,1.0
29.0,971,1.0
30.0,65,1.0
30.0,72,1.0
30.0,120,2.0
30.0,159,1.0
30.0,168,1.0
30.0,171,1.0
30.0,180,1.0
30.0,200,1.0
30.0,205,1.0
30.0,207,1.0
30.0,223,1.0
30.0,226,1.0
30.0,228,1.0
30.0,231,1.0
30.0,245,1.0
30.0,247,1.0
30.0,248,2.0
30.0,256,1.0
30.0,257,2.0
30.0,261,1.0
30.0,262,2.0
30.0,263,1.0
30.0,264,1.0
30.0,267,1.0
30.0,269,1.0
30.0,275,1.0
30.0,280,1.0
30.0,282,1.0
30.0,286,2.0
30.0,297,1.0
30.0,299,1.0
30.0,300,1.0
30.0,304,2.0
30.0,312,1.0
30.0,315,1.0
30.0,316,1.0
30.0,319,1.0
30.0,320,1.0
30.0,322,1.0
30.0,324,1.0
30.0,327,2.0
30.0,328,1.0
30.0,336,1.0
30.0,340,1.0
30.0,344,1.0
30.0,348,1.0
30.0,356,1.0
30.0,357,1.0
30.0,358,1.0
30.0,359,1.0
30.0,360,1.0
30.0,363,1.0
30.0,368,2.0
30.0,369,1.0
30.0,373,1.0
30.0,377,1.0
30.0,380,1.0
30.0,382,3.0
30.0,384,1.0
30.0,385,1.0
30.0,386,3.0
30.0,395,1.0
30.0,397,1.0
30.0,398,1.0
30.0,399,1.0
30.0,408,2.0
30.0,410,1.0
30.0,411,2.0
30.0,417,1.0
30.0,418,1.0
30.0,419,1.0
30.0,420,2.0
30.0,421,1.0
30.0,423,1.0
30.0,424,2.0
30.0,426,5.0
30.0,427,2.0
30.0,428,1.0
30.0,429,2.0
30.0,431,1.0
30.0,432,1.0
30.0,433,1.0
30.0,436,1.0
30.0,438,1.0
30.0,443,1.0
30.0,444,2.0
30.0,446,2.0
30.0,447,2.0
30.0,448,1.0
30.0,450,1.0
30.0,451,1.0
30.0,452,2.0
30.0,453,1.0
30.0,454,2.0
30.0,455,1.0
30.0,460,2.0
30.0,461,1.0
30.0,464,1.0
30.0,465,1.0
30.0,467,1.0
30.0,469,1.0
30.0,470,1.0
30.0,471,1.0
30.0,473,1.0
30.0,474,1.0
30.0,476,1.0
30.0,478,1.0
30.0,480,1.0
30.0,481,1.0
30.0,483,1.0
30.0,485,1.0
30.0,488,2.0
30.0,490,1.0
30.0,491,1.0
30.0,493,2.0
30.0,495,3.0
30.0,499,1.0
30.0,500,2.0
30.0,501,2.0
30.0,502,1.0
30.0,506,1.0
30.0,508,1.0
30.0,509,1.0
30.0,510,2.0
30.0,511,1.0
30.0,513,1.0
30.0,514,1.0
30.0,516,2.0
30.0,518,1.0
30.0,520,1.0
30.0,521,1.0
30.0,524,1.0
30.0,525,1.0
30.0,530,1.0
30.0,534,2.0
30.0,535,2.0
30.0,536,1.0
30.0,538,1.0
30.0,541,1.0
30.0,543,2.0
30.0,544,3.0
30.0,545,2.0
30.0,546,2.0
30.0,552,1.0
30.0,554,1.0
30.0,562,1.0
30.0,567,3.0
30.0,568,3.0
30.0,572,1.0
30.0,573,1.0
30.0,578,2.0
30.0,579,1.0
30.0,580,1.0
30.0,581,1.0
30.0,584,1.0
30.0,587,1.0
30.0,588,3.0
30.0,589,1.0
30.0,590,2.0
30.0,592,1.0
30.0,593,1.0
30.0,599,1.0
30.0,608,3.0
30.0,614,1.0
30.0,615,2.0
30.0,618,1.0
30.0,619,1.0
30.0,623,1.0
30.0,624,1.0
30.0,627,2.0
30.0,629,1.0
30.0,632,1.0
30.0,633,2.0
30.0,634,1.0
30.0,635,1.0
30.0,637,1.0
30.0,639,1.0
30.0,645,1.0
30.0,648,1.0
30.0,649,1.0
30.0,654,2.0
30.0,655,2.0
30.0,657,2.0
30.0,661,5.0
30.0,665,1.0
30.0,667,1.0
30.0,671,1.0
30.0,674,1.0
30.0,676,1.0
30.0,677,1.0
30.0,678,1.0
30.0,680,1.0
30.0,681,1.0
30.0,682,1.0
30.0,683,1.0
30.0,692,3.0
30.0,695,1.0
30.0,696,1.0
30.0,698,1.0
30.0,699,1.0
30.0,702,1.0
30.0,706,1.0
30.0,711,2.0
30.0,712,1.0
30.0,713,1.0
30.0,718,1.0
30.0,719,1.0
30.0,727,1.0
30.0,729,1.0
30.0,731,1.0
30.0,737,1.0
30.0,747,1.0
30.0,751,1.0
30.0,757,1.0
30.0,758,1.0
30.0,763,1.0
30.0,772,1.0
30.0,776,1.0
30.0,782,1.0
30.0,785,1.0
30.0,788,2.0
30.0,794,1.0
30.0,798,1.0
30.0,804,1.0
30.0,806,1.0
30.0,814,1.0
30.0,849,1.0
30.0,862,1.0
30.0,863,1.0
30.0,870,1.0
30.0,918,1.0
30.0,935,1.0
30.0,967,1.0
31.0,25,1.0
31.0,72,1.0
31.0,89,1.0
31.0,106,1.0
31.0,131,1.0
31.0,157,1.0
31.0,159,1.0
31.0,176,1.0
31.0,180,2.0
31.0,195,1.0
31.0,211,1.0
31.0,214,1.0
31.0,216,1.0
31.0,218,1.0
31.0,228,1.0
31.0,229,1.0
31.0,233,2.0
31.0,237,2.0
31.0,244,1.0
31.0,257,1.0
31.0,261,1.0
31.0,265,1.0
31.0,268,2.0
31.0,271,1.0
31.0,273,2.0
31.0,276,1.0
31.0,279,1.0
31.0,283,1.0
31.0,292,1.0
31.0,295,1.0
31.0,297,1.0
31.0,298,1.0
31.0,300,1.0
31.0,309,1.0
31.0,315,2.0
31.0,317,1.0
31.0,322,1.0
31.0,323,1.0
31.0,326,1.0
31.0,327,1.0
31.0,328,1.0
31.0,329,1.0
31.0,331,2.0
31.0,333,1.0
31.0,337,1.0
31.0,339,1.0
31.0,340,1.0
31.0,343,1.0
31.0,344,2.0
31.0,346,1.0
31.0,347,1.0
31.0,348,1.0
31.0,350,1.0
31.0,351,1.0
31.0,355,1.0
31.0,356,2.0
31.0,359,1.0
31.0,362,3.0
31.0,364,1.0
31.0,377,1.0
31.0,379,1.0
31.0,381,1.0
31.0,382,2.0
31.0,383,1.0
31.0,384,2.0
31.0,385,2.0
31.0,388,1.0
31.0,389,1.0
31.0,391,3.0
31.0,394,1.0
31.0,395,2.0
31.0,398,1.0
31.0,399,1.0
31.0,400,1.0
31.0,405,1.0
31.0,407,1.0
31.0,408,2.0
31.0,409,2.0
31.0,410,2.0
31.0,413,2.0
31.0,414,2.0
31.0,415,1.0
31.0,416,2.0
31.0,423,1.0
31.0,434,1.0
31.0,435,1.0
31.0,437,1.0
31.0,438,1.0
31.0,440,1.0
31.0,441,1.0
31.0,442,1.0
31.0,443,1.0
31.0,448,1.0
31.0,450,1.0
31.0,453,2.0
31.0,464,1.0
31.0,466,3.0
31.0,468,1.0
31.0,469,1.0
31.0,470,1.0
31.0,471,3.0
31.0,473,1.0
31.0,474,2.0
31.0,475,2.0
31.0,476,1.0
31.0,480,2.0
31.0,481,1.0
31.0,482,2.0
31.0,484,1.0
31.0,485,2.0
31.0,486,1.0
31.0,487,1.0
31.0,488,2.0
31.0,489,1.0
31.0,491,1.0
31.0,492,3.0
31.0,495,1.0
31.0,496,1.0
31.0,499,1.0
31.0,500,1.0
31.0,502,3.0
31.0,503,4.0
31.0,504,2.0
31.0,505,1.0
31.0,507,1.0
31.0,508,1.0
31.0,510,1.0
31.0,512,2.0
31.0,513,2.0
31.0,516,1.0
31.0,518,1.0
31.0,519,1.0
31.0,520,1.0
31.0,521,1.0
31.0,522,1.0
31.0,525,1.0
31.0,526,2.0
31.0,530,2.0
31.0,531,1.0
31.0,532,1.0
31.0,533,2.0
31.0,535,1.0
31.0,536,1.0
31.0,537,1.0
31.0,540,2.0
31.0,544,1.0
31.0,545,1.0
31.0,549,1.0
31.0,551,1.0
31.0,553,2.0
31.0,555,1.0
31.0,556,1.0
31.0,557,1.0
31.0,558,2.0
31.0,561,2.0
31.0,564,1.0
31.0,567,1.0
31.0,572,1.0
31.0,578,1.0
31.0,579,1.0
31.0,580,3.0
31.0,581,1.0
31.0,584,1.0
31.0,585,2.0
31.0,586,1.0
31.0,588,1.0
31.0,589,2.0
31.0,593,1.0
31.0,596,1.0
31.0,597,1.0
31.0,598,1.0
31.0,599,1.0
31.0,604,1.0
31.0,605,1.0
31.0,606,1.0
31.0,607,1.0
31.0,614,1.0
31.0,615,1.0
31.0,618,1.0
31.0,619,1.0
31.0,622,1.0
31.0,623,1.0
31.0,624,1.0
31.0,626,1.0
31.0,631,1.0
31.0,632,1.0
31.0,633,1.0
31.0,636,1.0
31.0,638,1.0
31.0,644,1.0
31.0,648,2.0
31.0,650,1.0
31.0,652,1.0
31.0,654,1.0
31.0,656,1.0
31.0,657,1.0
31.0,663,1.0
31.0,664,1.0
31.0,666,2.0
31.0,667,2.0
31.0,669,4.0
31.0,670,1.0
31.0,671,1.0
31.0,675,1.0
31.0,676,1.0
31.0,678,1.0
31.0,681,1.0
31.0,682,2.0
31.0,687,1.0
31.0,689,1.0
31.0,690,1.0
31.0,704,1.0
31.0,707,1.0
31.0,708,1.0
31.0,710,1.0
31.0,712,1.0
31.0,714,1.0
31.0,720,1.0
31.0,724,1.0
31.0,727,1.0
31.0,742,1.0
31.0,749,1.0
31.0,756,1.0
31.0,757,1.0
31.0,766,1.0
31.0,774,2.0
31.0,778,1.0
31.0,786,1.0
31.0,796,1.0
31.0,816,1.0
31.0,826,1.0
31.0,836,1.0
31.0,837,1.0
31.0,838,1.0
31.0,873,1.0
31.0,880,1.0
31.0,945,1.0
32.0,25,1.0
32.0,47,1.0
32.0,54,1.0
32.0,98,1.0
32.0,111,1.0
32.0,116,1.0
32.0,125,1.0
32.0,137,1.0
32.0,163,1.0
32.0,164,1.0
32.0,183,1.0
32.0,185,1.0
32.0,186,2.0
32.0,192,1.0
32.0,197,1.0
32.0,202,1.0
32.0,227,1.0
32.0,229,1.0
32.0,230,1.0
32.0,240,1.0
32.0,250,1.0
32.0,253,1.0
32.0,257,1.0
32.0,258,1.0
32.0,259,1.0
32.0,263,1.0
32.0,269,1.0
32.0,273,2.0
32.0,276,1.0
32.0,282,1.0
32.0,284,1.0
32.0,299,1.0
32.0,304,1.0
32.0,313,1.0
32.0,319,1.0
32.0,321,1.0
32.0,322,2.0
32.0,323,1.0
32.0,326,1.0
32.0,328,1.0
32.0,329,1.0
32.0,330,1.0
32.0,331,1.0
32.0,335,1.0
32.0,339,1.0
32.0,341,1.0
32.0,343,1.0
32.0,351,2.0
32.0,352,1.0
32.0,354,1.0
32.0,355,1.0
32.0,359,1.0
32.0,360,1.0
32.0,363,1.0
32.0,364,1.0
32.0,366,3.0
32.0,367,1.0
32.0,369,1.0
32.0,371,1.0
32.0,372,1.0
32.0,378,1.0
32.0,382,1.0
32.0,383,1.0
32.0,387,1.0
32.0,394,1.0
32.0,395,1.0
32.0,396,1.0
32.0,397,2.0
32.0,398,1.0
32.0,399,1.0
32.0,400,1.0
32.0,401,2.0
32.0,404,1.0
32.0,405,1.0
32.0,406,1.0
32.0,407,1.0
32.0,408,1.0
32.0,411,1.0
32.0,415,2.0
32.0,416,1.0
32.0,417,1.0
32.0,418,2.0
32.0,422,2.0
32.0,423,1.0
32.0,427,1.0
32.0,429,1.0
32.0,430,3.0
32.0,431,2.0
32.0,435,1.0
32.0,437,1.0
32.0,438,1.0
32.0,439,1.0
32.0,440,1.0
32.0,441,1.0
32.0,442,3.0
32.0,446,2.0
32.0,447,2.0
32.0,450,1.0
32.0,452,2.0
32.0,459,1.0
32.0,463,1.0
32.0,464,1.0
32.0,465,1.0
32.0,466,1.0
32.0,470,2.0
32.0,473,1.0
32.0,475,2.0
32.0,477,2.0
32.0,478,1.0
32.0,479,1.0
32.0,480,1.0
32.0,481,1.0
32.0,482,2.0
32.0,483,1.0
32.0,484,1.0
32.0,485,2.0
32.0,487,2.0
32.0,490,1.0
32.0,492,1.0
32.0,497,2.0
32.0,498,1.0
32.0,502,1.0
32.0,503,1.0
32.0,504,1.0
32.0,508,1.0
32.0,510,2.0
32.0,512,1.0
32.0,513,4.0
32.0,514,1.0
32.0,516,1.0
32.0,517,1.0
32.0,520,1.0
32.0,521,1.0
32.0,522,1.0
32.0,523,1.0
32.0,526,1.0
32.0,527,1.0
32.0,528,1.0
32.0,529,1.0
32.0,531,1.0
32.0,534,2.0
32.0,535,1.0
32.0,536,1.0
32.0,537,1.0
32.0,539,1.0
32.0,541,1.0
32.0,543,2.0
32.0,544,1.0
32.0,546,1.0
32.0,547,2.0
32.0,551,1.0
32.0,554,1.0
32.0,556,2.0
32.0,558,3.0
32.0,559,1.0
32.0,560,2.0
32.0,562,1.0
32.0,563,1.0
32.0,566,1.0
32.0,571,1.0
32.0,572,2.0
32.0,573,2.0
32.0,574,2.0
32.0,575,1.0
32.0,582,1.0
32.0,584,3.0
32.0,585,1.0
32.0,587,1.0
32.0,589,1.0
32.0,590,1.0
32.0,591,1.0
32.0,592,2.0
32.0,593,1.0
32.0,595,1.0
32.0,603,2.0
32.0,608,2.0
32.0,610,1.0
32.0,613,1.0
32.0,619,2.0
32.0,623,1.0
32.0,624,1.0
32.0,625,1.0
32.0,628,2.0
32.0,630,2.0
32.0,632,2.0
32.0,633,1.0
32.0,634,1.0
32.0,640,1.0
32.0,642,1.0
32.0,643,1.0
32.0,649,1.0
32.0,653,1.0
32.0,659,2.0
32.0,660,1.0
32.0,668,1.0
32.0,669,2.0
32.0,672,1.0
32.0,683,1.0
32.0,684,2.0
32.0,686,1.0
32.0,688,1.0
32.0,690,1.0
32.0,698,1.0
32.0,701,1.0
32.0,703,1.0
32.0,704,1.0
32.0,705,1.0
32.0,707,1.0
32.0,713,1.0
32.0,714,1.0
32.0,715,1.0
32.0,717,1.0
32.0,718,2.0
32.0,721,1.0
32.0,722,1.0
32.0,726,1.0
32.0,728,1.0
32.0,729,3.0
32.0,730,1.0
32.0,748,2.0
32.0,749,1.0
32.0,756,1.0
32.0,757,1.0
32.0,759,2.0
32.0,772,1.0
32.0,777,1.0
32.0,779,1.0
32.0,791,1.0
32.0,796,2.0
32.0,803,1.0
32.0,806,1.0
32.0,823,1.0
32.0,827,2.0
32.0,848,1.0
32.0,858,1.0
32.0,859,1.0
32.0,868,1.0
32.0,897,1.0
32.0,908,1.0
32.0,917,1.0
32.0,980,1.0
33.0,78,1.0
33.0,112,1.0
33.0,116,1.0
33.0,125,1.0
33.0,126,1.0
33.0,154,1.0
33.0,174,1.0
33.0,190,1.0
33.0,199,1.0
33.0,200,1.0
33.0,203,1.0
33.0,210,1.0
33.0,226,2.0
33.0,238,1.0
33.0,244,1.0
33.0,246,1.0
33.0,247,1.0
33.0,257,1.0
33.0,263,1.0
33.0,267,1.0
33.0,268,1.0
33.0,275,1.0
33.0,277,1.0
33.0,278,1.0
33.0,290,1.0
33.0,292,1.0
33.0,294,2.0
33.0,298,1.0
33.0,299,1.0
33.0,305,1.0
33.0,307,1.0
33.0,312,1.0
33.0,318,3.0
33.0,323,2.0
33.0,328,1.0
33.0,329,1.0
33.0,333,1.0
33.0,334,1.0
33.0,337,2.0
33.0,340,2.0
33.0,341,1.0
33.0,347,2.0
33.0,351,1.0
33.0,353,2.0
33.0,354,1.0
33.0,357,1.0
33.0,358,1.0
33.0,360,1.0
33.0,364,1.0
33.0,365,1.0
33.0,368,2.0
33.0,371,1.0
33.0,372,1.0
33.0,373,1.0
33.0,376,2.0
33.0,379,1.0
33.0,382,1.0
33.0,385,2.0
33.0,387,1.0
33.0,388,1.0
33.0,391,1.0
33.0,394,1.0
33.0,395,1.0
33.0,399,1.0
33.0,400,1.0
33.0,402,2.0
33.0,404,3.0
33.0,405,1.0
33.0,406,1.0
33.0,409,1.0
33.0,412,1.0
33.0,413,3.0
